56,0,"[-1, 50, 103, 298]"
57,0,"[0, 53, 109, 297]"
58,0,"[-1, 55, 116, 298]"
59,0,"[0, 59, 123, 298]"
60,0,"[0, 61, 127, 299]"
61,0,"[0, 60, 131, 296]"
62,0,"[1, 58, 135, 296]"
69,0,"[49, 58, 165, 296]"
70,0,"[57, 58, 171, 293]"
71,0,"[63, 59, 181, 297]"
72,0,"[68, 58, 188, 299]"
73,0,"[72, 59, 199, 301]"
79,0,"[122, 64, 223, 284]"
80,0,"[128, 62, 227, 297]"
81,0,"[134, 62, 231, 298]"
82,0,"[140, 61, 237, 299]"
83,0,"[147, 60, 254, 301]"
85,0,"[160, 58, 275, 302]"
86,0,"[159, 59, 284, 300]"
191,1,"[0, 27, 112, 306]"
192,1,"[-1, 8, 122, 303]"
193,1,"[-1, 9, 123, 301]"
194,1,"[0, 6, 132, 297]"
195,1,"[0, 6, 133, 298]"
196,1,"[0, 8, 134, 298]"
197,1,"[0, 10, 131, 299]"
198,1,"[0, 12, 142, 298]"
199,1,"[0, 9, 162, 300]"
200,1,"[0, 10, 172, 301]"
201,1,"[7, 12, 179, 300]"
202,1,"[26, 13, 184, 301]"
203,1,"[28, 12, 193, 298]"
204,1,"[37, 11, 213, 297]"
206,1,"[71, 17, 222, 298]"
208,1,"[93, 17, 233, 299]"
209,1,"[100, 17, 234, 299]"
210,1,"[114, 17, 271, 295]"
211,1,"[132, 15, 290, 297]"
212,1,"[138, 13, 304, 297]"
213,1,"[164, 15, 341, 298]"
214,1,"[176, 19, 354, 298]"
328,1,"[59, -2, 216, 292]"
329,1,"[68, -2, 220, 291]"
330,1,"[74, -1, 224, 292]"
336,1,"[121, -3, 245, 299]"
610,5,"[42, 13, 150, 300]"
613,5,"[51, 18, 193, 297]"
614,5,"[54, 16, 214, 298]"
618,5,"[126, 14, 246, 298]"
619,5,"[138, 12, 262, 295]"
620,5,"[158, 14, 256, 297]"
723,4,"[0, 57, 85, 298]"
724,4,"[0, 58, 85, 298]"
725,4,"[0, 58, 93, 298]"
726,4,"[0, 58, 89, 298]"
736,4,"[35, 67, 146, 292]"
737,4,"[40, 63, 149, 289]"
738,4,"[46, 63, 154, 288]"
739,4,"[49, 65, 158, 286]"
740,4,"[55, 69, 161, 288]"
741,4,"[57, 67, 162, 290]"
742,4,"[58, 66, 163, 284]"
743,4,"[60, 64, 162, 283]"
744,4,"[62, 64, 164, 278]"
745,4,"[62, 67, 168, 279]"
746,4,"[67, 64, 168, 282]"
747,4,"[71, 64, 169, 282]"
748,4,"[79, 65, 179, 267]"
749,4,"[89, 69, 187, 275]"
750,4,"[95, 70, 191, 274]"
751,4,"[105, 74, 192, 272]"
752,4,"[107, 78, 194, 267]"
753,4,"[108, 79, 198, 265]"
754,4,"[116, 76, 203, 265]"
755,4,"[122, 75, 202, 267]"
756,4,"[122, 78, 207, 268]"
757,4,"[122, 77, 211, 266]"
758,4,"[124, 78, 214, 266]"
759,4,"[127, 77, 217, 266]"
762,3,"[0, 0, 100, 262]"
763,3,"[1, 0, 105, 264]"
764,3,"[2, -1, 111, 253]"
765,3,"[6, 0, 116, 252]"
775,3,"[74, -2, 174, 236]"
